TIMESTAMP,RECORD,Temp_degC,EC_uScm,pH,DO_Sat,DO_mg,Turbidity_NTU,Chloraphylla_ugL
"2018-01-02 00:33:00",73469,29.25,10080,7.72,78.7,5.85,340.1,8.9
"2018-01-02 01:03:00",73470,29.18,16040.001,7.68,76.8,5.59,392.6,9.8
"2018-01-02 01:33:00",73471,29.12,8378,7.65,75.9,5.68,353,10
"2018-01-02 02:03:00",73472,29.09,6629,7.64,75.6,5.69,452.4,10.7
"2018-01-02 02:33:00",73473,29.11,5769,7.64,76.2,5.75,392.1,11.3
"2018-01-02 03:03:00",73474,29.09,4939,7.65,76.7,5.8,339.8,10.9
"2018-01-02 03:33:00",73475,29.07,4753,7.64,77,5.84,278,11.8
"2018-01-02 04:03:00",73476,29.02,4810,7.63,76.9,5.83,363.1,13
"2018-01-02 04:33:00",73477,28.99,4716,7.63,77.1,5.85,404.4,12.1
"2018-01-02 05:03:00",73478,28.97,4767,7.62,77.1,5.85,329.2,12.1
"2018-01-02 05:33:00",73479,28.97,3808,7.63,77.2,5.87,348.8,12.5
"2018-01-02 06:03:00",73480,29.01,4738,7.62,75.4,5.72,362.8,11.7
"2018-01-02 06:33:00",73481,28.98,9452,7.62,76.5,5.72,329.5,11.8
"2018-01-02 07:03:00",73482,29,9513,7.63,75.7,5.65,380.4,11.4
"2018-01-02 07:33:00",73483,29.08,9655,7.65,78.3,5.84,389.5,13.2
"2018-01-02 08:03:00",73484,29.18,11860,7.64,77.4,5.71,375.7,11.4
"2018-01-02 08:33:00",73485,29.29,14540,7.64,76,5.55,220.8,11.4
"2018-01-02 09:03:00",73486,29.59,15810,7.67,77.4,5.6,346.8,10
"2018-01-02 09:33:00",73487,29.62,17150,7.69,77,5.55,369,9.7
"2018-01-02 10:03:00",73488,29.77,14350,7.7,79.4,5.76,352.6,11.9
"2018-01-02 10:33:00",73489,29.85,11990,7.69,78.7,5.75,323.6,10.7
"2018-01-02 11:03:00",73490,29.75,9053,7.68,78.6,5.81,335.4,11.6
"2018-01-02 11:33:00",73491,29.7,7248,7.66,78.9,5.86,355.4,11.5
"2018-01-02 12:03:00",73492,29.79,5857,7.7,80.4,6,395.3,11.1
"2018-01-02 12:33:00",73493,29.7,4908,7.66,78.7,5.89,370.9,12
"2018-01-02 13:03:00",73494,29.44,3663,7.6,74.9,5.66,382.2,12.5
"2018-01-02 13:33:00",73495,29.4,2594,7.57,73.3,5.56,320.2,13.1
"2018-01-02 14:03:00",73496,29.53,2002,7.57,74.2,5.62,396.1,14
"2018-01-02 14:33:00",73497,29.62,1614,7.58,75.7,5.73,357.5,13.7
"2018-01-02 15:03:00",73498,29.72,1397,7.58,76.9,5.82,383.4,13.9
"2018-01-02 15:33:00",73499,29.7,1211,7.58,77.8,5.89,371.9,14.8
"2018-01-02 16:03:00",73500,29.62,1152,7.57,77.3,5.86,120,14.6
"2018-01-02 16:33:00",73501,29.54,1097,7.56,77.1,5.86,95.7,14.9
"2018-01-02 17:03:00",73502,29.47,1153,7.54,76.5,5.82,100.4,13.6
"2018-01-02 17:33:00",73503,29.49,753,7.54,76.4,5.82,94.9,14.2
"2018-01-02 18:03:00",73504,29.4,1197,7.53,75.8,5.77,90.6,13.9
"2018-01-02 18:33:00",73505,29.47,1413,7.51,75.6,5.75,137.6,13.8
"2018-01-02 19:03:00",73506,29.44,1508,7.52,76.1,5.79,55.1,14.3
"2018-01-02 19:33:00",73507,29.45,1594,7.52,75.4,5.73,88.1,13.5
"2018-01-02 20:03:00",73508,29.45,1658,7.53,75.3,5.72,70.6,13.7
"2018-01-02 20:33:00",73509,29.37,1958,7.52,74,5.63,85.8,13.5
"2018-01-02 21:03:00",73510,29.37,1815,7.54,75.3,5.73,92.1,13.8
"2018-01-02 21:33:00",73511,29.31,2316,7.51,74.4,5.65,80.9,12.1
"2018-01-02 22:03:00",73512,29.27,3281,7.51,73.9,5.6,83.1,12.5
"2018-01-02 22:33:00",73513,29.23,3749,7.51,73.5,5.57,89.9,12.8
"2018-01-02 23:03:00",73514,29.14,1994,7.52,72.5,5.53,88.1,13.1
"2018-01-02 23:33:00",73515,28.93,2124,7.53,72.6,5.56,91.6,13.3
"2018-01-03 00:03:00",73516,28.49,819,7.49,69.4,5.37,96.6,14.3
"2018-01-03 00:33:00",73517,28.27,609,7.46,69.1,5.37,111.7,13.6
"2018-01-03 01:03:00",73518,28.26,721,7.51,70.9,5.51,109.5,12.9
"2018-01-03 01:33:00",73519,28.45,614,7.54,73.1,5.66,84.8,13.4
"2018-01-03 02:03:00",73520,28.49,566,7.57,73.3,5.68,82.7,12.9
"2018-01-03 02:33:00",73521,28.54,417,7.58,73,5.65,81.9,12.5
"2018-01-03 03:03:00",73522,28.54,570,7.59,73.1,5.66,52.9,12.2
"2018-01-03 03:33:00",73523,28.58,414,7.61,73.8,5.71,74.2,11.9
"2018-01-03 04:03:00",73524,28.56,390,7.61,73.8,5.72,72.5,12.4
"2018-01-03 04:33:00",73525,28.54,392,7.61,73.2,5.67,74.3,12.8
"2018-01-03 05:03:00",73526,28.46,614,7.6,72.9,5.65,74.4,11.4
"2018-01-03 05:33:00",73527,28.43,368,7.59,72.6,5.63,87.3,11.7
"2018-01-03 06:03:00",73528,28.47,487,7.57,72.3,5.61,49.7,11.7
"2018-01-03 06:33:00",73529,28.46,802,7.58,71.6,5.55,73,12.6
"2018-01-03 07:03:00",73530,28.43,578,7.56,71.4,5.54,64.3,12.2
"2018-01-03 07:33:00",73531,28.34,1768,7.5,69.3,5.36,89.1,12.4
"2018-01-03 08:03:00",73532,28.31,2879,7.48,68.2,5.26,82.2,12.5
"2018-01-03 08:33:00",73533,28.36,3445,7.48,67.5,5.2,77.1,12.5
"2018-01-03 09:03:00",73534,28.49,4273,7.48,67.7,5.19,86,12.1
"2018-01-03 09:33:00",73535,28.58,4232,7.49,67.6,5.17,95.9,12.4
"2018-01-03 10:03:00",73536,28.69,4801,7.49,66.6,5.08,80.3,11.9
"2018-01-03 10:33:00",73537,28.88,4844,7.51,67.7,5.15,80.2,11.6
"2018-01-03 11:03:00",73538,29.06,4219,7.53,69.1,5.24,103.8,12.2
"2018-01-03 11:33:00",73539,29.07,3805,7.52,69.8,5.31,55.3,12.6
"2018-01-03 12:03:00",73540,28.98,3334,7.52,68.8,5.24,65.9,13.1
"2018-01-03 12:33:00",73541,29.13,2733,7.54,70.6,5.38,76.2,12.4
"2018-01-03 13:03:00",73542,29.26,2247,7.55,72.1,5.49,88.9,11.3
"2018-01-03 13:33:00",73543,29.38,1809,7.58,73.3,5.58,89.4,12.4
"2018-01-03 14:03:00",73544,29.54,1411,7.6,74.7,5.67,87.1,11.6
"2018-01-03 14:33:00",73545,29.63,1154,7.62,76.6,5.81,84.9,12.2
"2018-01-03 15:03:00",73546,29.82,927,7.64,79.2,5.99,57.6,12.9
"2018-01-03 15:33:00",73547,29.88,857,7.63,80.1,6.05,52,12.3
"2018-01-03 16:03:00",73548,29.97,808,7.63,80.4,6.07,50.8,11.9
"2018-01-03 16:33:00",73549,30.05,722,7.64,80.1,6.04,82.8,13
"2018-01-03 17:03:00",73550,30.07,693,7.63,79.5,5.99,69.2,12.9
"2018-01-03 17:33:00",73551,30.05,709,7.62,79.5,6,66.3,12.7
"2018-01-03 18:03:00",73552,29.98,695,7.63,80,6.04,75.9,13.5
"2018-01-03 18:33:00",73553,29.76,813,7.62,81.1,6.14,55.2,13.5
"2018-01-03 19:03:00",73554,29.67,922,7.61,80.2,6.08,55.4,13.1
"2018-01-03 19:33:00",73555,29.58,982,7.6,80.2,6.09,101.1,12.3
"2018-01-03 20:03:00",73556,29.53,1101,7.59,79.8,6.06,85.8,13.2
"2018-01-03 20:33:00",73557,29.56,1292,7.59,78.8,5.98,65.5,12.7
"2018-01-03 21:03:00",73558,29.46,2049,7.57,76.5,5.81,70.7,12.5
"2018-01-03 21:33:00",73559,29.41,2094,7.58,75.6,5.74,127.7,12.6
"2018-01-03 22:03:00",73560,29.39,1935,7.6,76.3,5.8,65.9,13.1
"2018-01-03 22:33:00",73561,29.35,2573,7.57,74.5,5.66,71.9,12.3
"2018-01-03 23:03:00",73562,29.29,2786,7.59,74.5,5.66,78.5,11.5
"2018-01-03 23:33:00",73563,29.28,1704,7.58,73.8,5.63,47.5,12.6
"2018-01-04 00:03:00",73564,29.32,2298,7.62,75.8,5.76,76.5,12.6
"2018-01-04 00:33:00",73565,29.4,1749,7.63,75.9,5.77,66.5,11.7
"2018-01-04 01:03:00",73566,29.45,1378,7.63,74.8,5.69,74.8,12.8
"2018-01-04 01:33:00",73567,29.29,923,7.69,77.3,5.9,121.9,12.7
"2018-01-04 02:03:00",73568,29.13,892,7.67,77.1,5.9,60.6,12.9
"2018-01-04 02:33:00",73569,28.98,830,7.67,77.4,5.94,118.4,12.3
"2018-01-04 03:03:00",73570,28.8,674,7.68,77.3,5.96,100.9,12
"2018-01-04 03:33:00",73571,28.74,379,7.66,76.1,5.88,83.2,12
"2018-01-04 04:03:00",73572,28.71,663,7.65,75.6,5.83,81,12.2
"2018-01-04 04:33:00",73573,28.67,349,7.64,74.6,5.77,125.6,11.9
"2018-01-04 05:03:00",73574,28.66,645,7.62,74.2,5.73,57.1,12.7
"2018-01-04 05:33:00",73575,28.63,652,7.63,74,5.72,80.9,11.7
"2018-01-04 06:03:00",73576,28.64,480,7.63,74,5.72,83.4,12.1
"2018-01-04 06:33:00",73577,28.64,701,7.61,73.6,5.68,60.1,12.1
"2018-01-04 07:03:00",73578,28.73,739,7.63,74.4,5.74,104.2,12.8
"2018-01-04 07:33:00",73579,28.78,825,7.62,74.3,5.72,87.5,12.9
"2018-01-04 08:03:00",73580,28.89,1210,7.61,73.9,5.68,86.3,11.8
"2018-01-04 08:33:00",73581,29.07,2360,7.58,72.6,5.54,62.3,12
"2018-01-04 09:03:00",73582,29.12,3181,7.59,71.3,5.42,120.2,11.7
"2018-01-04 09:33:00",73583,29.18,3893,7.59,70.4,5.34,87.7,10.8
"2018-01-04 10:03:00",73584,29.45,4033,7.61,72.1,5.44,138.8,11.1
"2018-01-04 10:33:00",73585,29.21,4274,7.59,69.8,5.28,79.2,10.6
"2018-01-04 11:03:00",73586,29.24,4495,7.59,69.9,5.28,79.3,11.1
"2018-01-04 11:33:00",73587,29.59,4146,7.62,72.5,5.46,86.3,11.7
"2018-01-04 12:03:00",73588,29.77,4069,7.64,74.2,5.57,68.2,12
"2018-01-04 12:33:00",73589,29.73,3874,7.64,73.7,5.54,80.4,13.2
"2018-01-04 13:03:00",73590,29.66,3298,7.64,73.6,5.54,89.3,12.5
"2018-01-04 13:33:00",73591,29.7,2530,7.65,75.7,5.71,84.3,12.6
"2018-01-04 14:03:00",73592,29.63,1904,7.66,75.5,5.71,84.6,11.9
"2018-01-04 14:33:00",73593,29.63,1672,7.65,76.3,5.78,85.1,12.8
"2018-01-04 15:03:00",73594,29.63,1406,7.66,77,5.84,92.5,12.9
"2018-01-04 15:33:00",73595,29.66,1241,7.66,77.3,5.86,96.7,13.3
"2018-01-04 16:03:00",73596,29.7,1048,7.67,78.8,5.97,110.8,13
"2018-01-04 16:33:00",73597,29.73,821,7.68,80.9,6.13,86.2,14
"2018-01-04 17:03:00",73598,29.67,835,7.68,81.1,6.15,64.4,13.2
"2018-01-04 17:33:00",73599,29.63,810,7.66,80.3,6.1,88.3,12.6
"2018-01-04 18:03:00",73600,29.54,771,7.64,79.7,6.06,84.1,12.8
"2018-01-04 18:33:00",73601,29.47,762,7.63,79.1,6.02,60,12.9
"2018-01-04 19:03:00",73602,29.47,508,7.63,79.3,6.05,96.4,13.3
"2018-01-04 19:33:00",73603,29.44,829,7.62,79.5,6.06,118.3,13.6
"2018-01-04 20:03:00",73604,29.44,936,7.62,79.2,6.03,92.7,13.1
"2018-01-04 20:33:00",73605,29.43,1045,7.63,78.7,5.99,119.7,12.8
"2018-01-04 21:03:00",73606,29.42,1193,7.62,78.3,5.96,83.1,13.6
"2018-01-04 21:33:00",73607,29.4,962,7.61,76.9,5.86,131.8,13.1
"2018-01-04 22:03:00",73608,29.33,1522,7.62,76.7,5.84,51,13.2
"2018-01-04 22:33:00",73609,29.35,2077,7.61,76,5.78,77.6,12.3
"2018-01-04 23:03:00",73610,29.3,2218,7.61,75.2,5.72,76.2,11.8
"2018-01-04 23:33:00",73611,29.3,2558,7.6,75.2,5.71,91.2,13
"2018-01-05 00:03:00",73612,29.22,1658,7.61,74.5,5.68,79.1,12.7
"2018-01-05 00:33:00",73613,29.19,3227,7.62,74.5,5.66,50,12.6
"2018-01-05 01:03:00",73614,29.12,2548,7.64,75.4,5.75,75,12.7
"2018-01-05 01:33:00",73615,29.06,1544,7.64,74.6,5.71,70,12.5
"2018-01-05 02:03:00",73616,28.91,1381,7.64,73.6,5.65,54.8,12.8
"2018-01-05 02:33:00",73617,28.76,1095,7.63,74.5,5.74,104,12.1
"2018-01-05 03:03:00",73618,28.56,467,7.61,74.9,5.79,105.2,12.3
"2018-01-05 03:33:00",73619,28.55,385,7.6,75.5,5.85,76.8,11.9
"2018-01-05 04:03:00",73620,28.58,570,7.6,75.6,5.85,59.1,11.1
"2018-01-05 04:33:00",73621,28.58,379,7.59,76,5.88,82.9,11.3
"2018-01-05 05:03:00",73622,28.58,415,7.59,74.4,5.76,53.3,11.3
"2018-01-05 05:33:00",73623,28.55,435,7.59,74,5.73,107.5,10.4
"2018-01-05 06:03:00",73624,28.54,528,7.58,73.8,5.72,53.1,10.3
"2018-01-05 06:33:00",73625,28.55,515,7.57,73,5.65,78.5,11.1
"2018-01-05 07:03:00",73626,28.58,540,7.59,73.6,5.69,62.8,11.1
"2018-01-05 07:33:00",73627,28.59,615,7.57,73.3,5.67,68.4,11.7
"2018-01-05 08:03:00",73628,28.6,704,7.58,73.6,5.69,55,10.7
"2018-01-05 08:33:00",73629,28.66,774,7.59,74.3,5.74,115.3,12.2
"2018-01-05 09:03:00",73630,28.73,1244,7.59,74.2,5.71,81.3,11.8
"2018-01-05 09:33:00",73631,28.77,2045,7.58,72.5,5.57,76.7,11.6
"2018-01-05 10:03:00",73632,28.86,2484,7.6,72.1,5.52,120,13.7
"2018-01-05 10:33:00",73633,28.95,3237,7.61,71.8,5.48,77,11.6
"2018-01-05 11:03:00",73634,28.89,3376,7.6,70.5,5.38,78.6,11.8
"2018-01-05 11:33:00",73635,28.88,3527,7.61,70.4,5.37,109.3,10.9
"2018-01-05 12:03:00",73636,28.91,3763,7.61,70.3,5.36,88.6,11.2
"2018-01-05 12:33:00",73637,28.84,3203,7.63,72.7,5.56,109.7,11.9
"2018-01-05 13:03:00",73638,28.82,3014,7.63,72.9,5.58,67,11.6
"2018-01-05 13:33:00",73639,28.76,2500,7.62,73.4,5.63,113.1,12
"2018-01-05 14:03:00",73640,28.74,2059,7.63,73.6,5.65,80.9,11
"2018-01-05 14:33:00",73641,28.74,1474,7.61,73.4,5.65,91.7,11.7
"2018-01-05 15:03:00",73642,28.79,1078,7.62,74.3,5.72,88.7,11.3
"2018-01-05 15:33:00",73643,28.82,766,7.61,75.8,5.84,97.9,12.2
"2018-01-05 16:03:00",73644,28.89,685,7.6,77.2,5.94,85,11.9
"2018-01-05 16:33:00",73645,28.94,591,7.6,77,5.92,94.4,11.5
"2018-01-05 17:03:00",73646,28.96,547,7.59,76.3,5.87,124.7,13.1
"2018-01-05 17:33:00",73647,28.97,535,7.57,75.6,5.81,102.3,11.9
"2018-01-05 18:03:00",73648,28.94,537,7.57,75.4,5.8,135.8,12.8
"2018-01-05 18:33:00",73649,28.91,522,7.56,74.9,5.76,95.6,11.9
"2018-01-05 19:03:00",73650,28.88,537,7.56,74.7,5.75,136.6,12.7
"2018-01-05 19:33:00",73651,28.86,528,7.54,74.1,5.71,97.3,12.1
"2018-01-05 20:03:00",73652,28.81,608,7.52,74.1,5.71,84.4,12.4
"2018-01-05 20:33:00",73653,28.8,696,7.53,74.4,5.74,124.9,12.1
"2018-01-05 21:03:00",73654,28.77,744,7.53,74.3,5.73,94.1,12.4
"2018-01-05 21:33:00",73655,28.74,821,7.54,74.5,5.74,109.1,12.6
"2018-01-05 22:03:00",73656,28.69,973,7.54,74.4,5.74,72,12.1
"2018-01-05 22:33:00",73657,28.68,1545,7.53,73.2,5.64,86,12.6
"2018-01-05 23:03:00",73658,28.65,1608,7.54,72.4,5.58,82.9,11.1
"2018-01-05 23:33:00",73659,28.64,2246,7.54,71.9,5.53,84.8,11.6
"2018-01-06 00:03:00",73660,28.59,2122,7.56,72.2,5.56,107.5,11.9
"2018-01-06 00:33:00",73661,28.59,2566,7.55,71.3,5.49,58,10.9
"2018-01-06 01:03:00",73662,28.6,2786,7.56,71.2,5.47,77.8,11
"2018-01-06 01:33:00",73663,28.59,2725,7.55,71.1,5.47,91.1,10.8
"2018-01-06 02:03:00",73664,28.61,1341,7.55,71.8,5.54,88.9,11.2
"2018-01-06 02:33:00",73665,28.59,1642,7.55,71.3,5.5,82,10.8
"2018-01-06 03:03:00",73666,28.55,1950,7.56,70.8,5.46,88.3,10.9
"2018-01-06 03:33:00",73667,28.53,1624,7.56,70.8,5.46,77.7,10.9
"2018-01-06 04:03:00",73668,28.45,711,7.57,70.7,5.48,90.4,11.9
"2018-01-06 04:33:00",73669,28.37,864,7.58,71,5.51,78.9,12.3
"2018-01-06 05:03:00",73670,28.29,768,7.55,70.7,5.49,73.7,12
"2018-01-06 05:33:00",73671,28.18,723,7.53,70.4,5.48,108.4,11.9
"2018-01-06 06:03:00",73672,28.16,762,7.54,70.4,5.48,73.6,12.9
"2018-01-06 06:33:00",73673,28.14,754,7.53,70.1,5.46,115.3,11.8
"2018-01-06 07:03:00",73674,28.18,762,7.54,70,5.45,86.1,12.1
"2018-01-06 07:33:00",73675,28.19,782,7.54,69.4,5.41,83.2,11.9
"2018-01-06 08:03:00",73676,28.35,884,7.52,69.3,5.38,105.8,11.4
"2018-01-06 08:33:00",73677,28.43,978,7.54,69.5,5.39,118.4,11.3
"2018-01-06 09:03:00",73678,28.49,978,7.56,69.7,5.39,79,11.7
"2018-01-06 09:33:00",73679,28.83,1276,7.56,71.2,5.47,100.3,11.9
"2018-01-06 10:03:00",73680,28.95,1918,7.57,71,5.44,91.6,11.7
"2018-01-06 10:33:00",73681,28.88,2904,7.57,69.6,5.32,93.7,11.3
"2018-01-06 11:03:00",73682,28.93,3382,7.58,70.1,5.34,89.3,10.9
"2018-01-06 11:33:00",73683,28.89,3893,7.58,69,5.26,127,9.8
"2018-01-06 12:03:00",73684,28.76,4600,7.58,67.4,5.14,81.3,10.5
"2018-01-06 12:33:00",73685,28.95,4490,7.57,67.1,5.1,107.5,10.7
"2018-01-06 13:03:00",73686,29.22,4293,7.61,71.1,5.38,80.3,11
"2018-01-06 13:33:00",73687,29.59,4177,7.61,73,5.49,85.8,10.5
"2018-01-06 14:03:00",73688,29.57,4313,7.6,72.5,5.45,78.2,10
"2018-01-06 14:33:00",73689,29.51,4192,7.6,72.8,5.48,82.2,10.2
"2018-01-06 15:03:00",73690,29.42,3515,7.6,72.1,5.45,92.5,11
"2018-01-06 15:33:00",73691,29.44,2380,7.59,72.5,5.5,98.8,12.3
"2018-01-06 16:03:00",73692,29.39,2366,7.6,72.6,5.51,101.2,11.3
"2018-01-06 16:33:00",73693,29.27,1947,7.57,73.1,5.57,99.8,11.9
"2018-01-06 17:03:00",73694,29.21,1730,7.58,74.3,5.67,96.2,10.9
"2018-01-06 17:33:00",73695,29.18,1460,7.59,75.3,5.75,103.2,12
"2018-01-06 18:03:00",73696,29.21,1275,7.6,76.7,5.86,113.4,11.9
"2018-01-06 18:33:00",73697,29.23,1116,7.61,78.7,6.01,107.2,12.6
"2018-01-06 19:03:00",73698,29.24,617,7.61,79.7,6.1,133.8,13
"2018-01-06 19:33:00",73699,29.22,1038,7.61,80.8,6.17,102.1,12.4
"2018-01-06 20:03:00",73700,29.15,964,7.61,80.5,6.16,139.9,12.9
"2018-01-06 20:33:00",73701,29.11,928,7.61,80.9,6.19,100.8,12.6
"2018-01-06 21:03:00",73702,29.03,542,7.56,79.7,6.12,88.8,12.3
"2018-01-06 21:33:00",73703,28.96,1266,7.55,77.4,5.93,101.8,13
"2018-01-06 22:03:00",73704,28.9,1429,7.55,75.8,5.81,94.9,11.9
"2018-01-06 22:33:00",73705,28.85,1825,7.54,73.8,5.67,101.8,11.7
"2018-01-06 23:03:00",73706,28.75,2214,7.55,72.9,5.59,96.5,11.4
"2018-01-06 23:33:00",73707,28.7,3494,7.54,71.8,5.49,92.4,10.5
"2018-01-07 00:03:00",73708,28.65,3534,7.57,70.3,5.39,88,11.5
"2018-01-07 00:33:00",73709,28.4,2860,7.59,72,5.55,137.8,12.3
"2018-01-07 01:03:00",73710,28.6,3805,7.56,70.4,5.4,83.7,11.3
"2018-01-07 01:33:00",73711,28.59,3342,7.57,70.9,5.44,91.1,10.4
"2018-01-07 02:03:00",73712,28.4,2647,7.59,72.1,5.56,66.9,10.5
"2018-01-07 02:33:00",73713,28.39,4538,7.59,71.8,5.51,68.4,10.7
"2018-01-07 03:03:00",73714,28.3,4560,7.6,71.5,5.5,83.4,10
"2018-01-07 03:33:00",73715,28.38,2444,7.6,72.2,5.58,57.8,10.3
"2018-01-07 04:03:00",73716,28.33,2113,7.62,72.7,5.63,86.2,11.4
"2018-01-07 04:33:00",73717,28.3,2834,7.62,74,5.72,84.3,11.1
"2018-01-07 05:03:00",73718,28.28,1873,7.62,73.9,5.73,93.7,11.8
"2018-01-07 05:33:00",73719,28.25,2271,7.61,73.9,5.72,85.2,12.3
"2018-01-07 06:03:00",73720,28.2,1991,7.62,73.9,5.73,96.4,12
"2018-01-07 06:33:00",73721,28.18,1884,7.61,73.8,5.73,95.9,12.1
"2018-01-07 07:03:00",73722,28.19,1853,7.6,73.7,5.72,92.7,11.9
"2018-01-07 07:33:00",73723,28.22,1782,7.6,73.6,5.71,91.9,12.4
"2018-01-07 08:03:00",73724,28.3,1683,7.61,74.7,5.79,96.8,12.7
"2018-01-07 08:33:00",73725,28.27,1576,7.61,74,5.74,97.5,12.6
"2018-01-07 09:03:00",73726,28.38,1863,7.57,73.4,5.67,89.6,12.2
"2018-01-07 09:33:00",73727,28.64,2055,7.59,76,5.85,70.9,11.5
"2018-01-07 10:03:00",73728,28.75,2294,7.6,75.3,5.78,102.4,12.9
"2018-01-07 10:33:00",73729,28.78,3103,7.58,73.2,5.6,118.8,11.9
"2018-01-07 11:03:00",73730,29.02,3698,7.6,74.4,5.66,83.9,11.8
"2018-01-07 11:33:00",73731,29.27,4125,7.61,73.9,5.59,77.2,11.1
"2018-01-07 12:03:00",73732,29.43,3908,7.63,75.5,5.7,92.1,10.9
"2018-01-07 12:33:00",73733,29.56,5123,7.62,74.7,5.61,91,10.8
"2018-01-07 13:03:00",73734,29.54,5306,7.66,77.2,5.79,83.2,10.9
"2018-01-07 13:33:00",73735,29.85,5587,7.68,79.1,5.9,90.7,11.2
"2018-01-07 14:03:00",73736,29.89,5995,7.7,77.8,5.79,60.1,11.4
"2018-01-07 14:33:00",73737,29.75,6832,7.67,75.4,5.61,83.4,10.4
"2018-01-07 15:03:00",73738,29.77,6871,7.67,74.8,5.56,68.2,10.6
"2018-01-07 15:33:00",73739,29.67,6784,7.66,74,5.52,121.8,9.8
"2018-01-07 16:03:00",73740,29.65,6290,7.66,74.3,5.55,79.5,10.6
