"TIMESTAMP","RECORD","Temp_degC","EC_uScm","pH","DO_Sat","DO_mg","Turbidity_NTU","Chloraphylla_ugL"
"2014-01-01 12:33:30",15430,30.25,40670,7.71,87.8,5.73,3.3,3.5
"2014-01-01 13:03:30",15431,30.35,40160,7.7,88.1,5.76,3.1,3.9
"2014-01-01 13:33:30",15432,30.46,39730,7.7,89.1,5.82,3.4,3.2
"2014-01-01 14:03:30",15433,30.53,39250,7.7,89.8,5.87,5.4,3.8
"2014-01-01 14:33:30",15434,30.62,38720,7.71,90.8,5.94,6.9,4.4
"2014-01-01 15:03:30",15435,30.65,38370,7.71,91.5,5.99,5,4.7
"2014-01-01 15:33:30",15436,30.7,37810,7.69,91.7,6.01,6.7,5
"2014-01-01 16:03:30",15437,30.69,37440,7.71,92.5,6.08,2.5,5.2
"2014-01-01 16:33:30",15438,30.68,37660,7.72,93.6,6.14,2.1,5.8
"2014-01-01 17:03:30",15439,30.65,37950,7.71,93.2,6.11,6.6,6.7
"2014-01-01 17:33:30",15440,30.55,38650,7.7,91.4,5.99,5.5,6.2
"2014-01-01 18:03:30",15441,30.47,39250,7.71,91.4,5.98,4.5,6.2
"2014-01-01 18:33:30",15442,30.37,40090,7.71,91,5.94,4.8,6.4
"2014-01-01 19:03:30",15443,30.21,40850,7.72,91.4,5.97,4.4,7.4
"2014-01-01 19:33:30",15444,30.07,41790,7.72,90.2,5.88,5.2,6.3
"2014-01-01 20:03:30",15445,29.94,42650,7.73,89.2,5.81,6.7,5.9
"2014-01-01 20:33:30",15446,29.87,42380,7.72,88.3,5.77,3.5,4.6
"2014-01-01 21:03:30",15447,29.77,42890,7.73,89.6,5.85,2.8,4.1
"2014-01-01 21:33:30",15448,29.75,43130,7.72,87.1,5.68,3.3,3.3
"2014-01-01 22:03:30",15449,29.77,43030,7.73,88.3,5.76,5.3,4.1
"2014-01-01 22:33:30",15450,29.69,42430,7.72,87.5,5.73,6,3.8
"2014-01-01 23:03:30",15451,29.7,42180,7.71,86.3,5.65,3,2.7
"2014-01-01 23:33:30",15452,29.74,41590,7.7,85.8,5.63,2.3,2.6
"2014-01-02 00:03:30",15453,29.7,40910,7.69,85.2,5.61,1.8,2.9
"2014-01-02 00:33:30",15454,29.69,40370,7.68,84.8,5.6,1.8,2
"2014-01-02 01:03:30",15455,29.66,39720,7.68,84.6,5.6,1.8,2.4
"2014-01-02 01:33:30",15456,29.63,39160,7.67,84.1,5.58,1.6,3.1
"2014-01-02 02:03:30",15457,29.58,38670,7.66,84.1,5.6,2.2,2.8
"2014-01-02 02:33:30",15458,29.5,38170,7.65,83.4,5.57,1.6,2.1
"2014-01-02 03:03:30",15459,29.42,37620,7.65,83.4,5.59,1.5,2.4
"2014-01-02 03:33:30",15460,29.33,37260,7.6,82.5,5.54,2,2.8
"2014-01-02 04:03:30",15461,29.24,36750,7.65,82.6,5.57,1,3.2
"2014-01-02 04:33:30",15462,29.21,36820,7.65,82.8,5.58,1,2.3
"2014-01-02 05:03:30",15463,29.17,37140,7.66,82.5,5.56,0.9,2
"2014-01-02 05:33:30",15464,29.37,38040,7.65,82.6,5.53,1.4,2.5
"2014-01-02 06:03:30",15465,29.21,38090,7.65,83.2,5.58,1.7,2.3
"2014-01-02 06:33:30",15466,29.41,39410,7.65,82.8,5.51,2.7,2.5
"2014-01-02 07:03:30",15467,29.32,39570,7.67,84,5.59,4.5,2.7
"2014-01-02 07:33:30",15468,29.38,41840,7.67,82.5,5.44,14.4,4.2
"2014-01-02 08:03:30",15469,29.28,43280,7.69,82.2,5.4,21.3,3.9
"2014-01-02 08:33:30",15470,29.27,43990,7.7,83.4,5.46,14.3,3.3
"2014-01-02 09:03:30",15471,29.31,43850,7.7,82.9,5.43,7.4,3.5
"2014-01-02 09:33:30",15472,29.41,44230,7.71,84,5.49,6.4,2.7
"2014-01-02 10:03:30",15473,29.41,44810,7.72,84,5.47,6.5,3.2
"2014-01-02 10:33:30",15474,29.61,44330,7.72,85.5,5.56,7.7,2.9
"2014-01-02 11:03:30",15475,29.81,43590,7.71,86.1,5.6,13.9,3.7
"2014-01-02 11:33:30",15476,29.85,43120,7.7,85.1,5.54,9.8,3.4
"2014-01-02 12:03:30",15477,30,42510,7.7,86,5.6,6,3.1
"2014-01-02 12:33:30",15478,30.09,41890,7.7,86.3,5.62,5.5,3.5
"2014-01-02 13:03:30",15479,30.2,41300,7.69,86.7,5.65,4.7,3.2
"2014-01-02 13:33:30",15480,30.28,40790,7.69,87.1,5.68,3.3,3.1
"2014-01-02 14:03:30",15481,30.36,40380,7.69,87.7,5.72,3.4,3.4
"2014-01-02 14:33:30",15482,30.51,39920,7.69,88.7,5.78,3.2,3.8
"2014-01-02 15:03:30",15483,30.6,39400,7.69,89.6,5.85,7.6,4.3
"2014-01-02 15:33:30",15484,30.59,39010,7.68,89.5,5.85,7.5,4.8
"2014-01-02 16:03:30",15485,30.7,38580,7.69,91.1,5.95,2.9,5.3
"2014-01-02 16:33:30",15486,30.69,38130,7.69,91.8,6.01,2.5,4.6
"2014-01-02 17:03:30",15487,30.64,37840,7.7,92.5,6.07,2,6.5
"2014-01-02 17:33:30",15488,30.58,38070,7.71,93,6.1,1.6,6
"2014-01-02 18:03:30",15489,30.47,38450,7.67,91.9,6.04,3,6.4
"2014-01-02 18:33:30",15490,30.43,38970,7.68,90.9,5.96,3.2,7.1
"2014-01-02 19:03:30",15491,30.35,39410,7.68,90.1,5.9,3.6,7.1
"2014-01-02 19:33:30",15492,30.17,39670,7.69,90.8,5.96,2.8,8.5
"2014-01-02 20:03:30",15493,30.05,41130,7.68,88.3,5.77,4.6,6.7
"2014-01-02 20:33:30",15494,29.87,41980,7.69,87.1,5.69,4.1,5.6
"2014-01-02 21:03:30",15495,29.8,42050,7.68,85.7,5.61,3.8,4.4
"2014-01-02 21:33:30",15496,29.77,42500,7.69,85.6,5.59,3.1,4.7
"2014-01-02 22:03:30",15497,29.62,42930,7.7,86.7,5.67,2.7,4
"2014-01-02 22:33:30",15498,29.65,43600,7.7,85.5,5.57,3.3,3.9
"2014-01-02 23:03:30",15499,29.63,43260,7.7,85,5.55,5.6,3.5
"2014-01-02 23:33:30",15500,29.65,42620,7.69,85.1,5.57,6.4,3.2
"2014-01-03 00:03:30",15501,29.7,42230,7.68,84,5.5,3.5,3.5
"2014-01-03 00:33:30",15502,29.76,41560,7.67,83.6,5.49,2.8,3.1
"2014-01-03 01:03:30",15503,28.74,355,7.68,99.8,7.71,10.9,3.7
"2014-01-03 01:33:30",15504,27.9,343,7.98,97.8,7.67,-1.9,-0.5
"2014-01-03 02:03:30",15505,29.66,19120,7.68,88.2,6.3,4.2,2.9
"2014-01-03 02:33:30",15506,29.79,39700,7.65,82.4,5.44,2.4,2.4
"2014-01-03 03:03:30",15507,29.75,39320,7.64,81.8,5.41,2,3.2
"2014-01-03 03:33:30",15508,29.68,38790,7.64,82.3,5.47,1.4,2.3
"2014-01-03 04:03:30",15509,28.25,331,7.92,98.6,7.68,-2.1,-0.4
"2014-01-03 04:33:30",15510,27.47,297,7.92,97.7,7.72,-2.2,0.1
"2014-01-03 05:03:30",15511,29.4,37610,7.63,81.3,5.45,0.9,2.4
"2014-01-03 05:33:30",15512,29.48,37910,7.64,81.5,5.45,1.4,1.9
"2014-01-03 06:03:30",15513,29.5,38340,7.63,81.2,5.42,1.5,2.7
"2014-01-03 06:33:30",15514,29.56,38670,7.63,82.1,5.47,1.1,2.9
"2014-01-03 07:03:30",15515,29.62,39470,7.62,81.1,5.38,2.9,3.5
"2014-01-03 07:33:30",15516,29.67,39900,7.64,82.1,5.43,3.2,3.6
"2014-01-03 08:03:30",15517,29.65,41540,7.65,81.6,5.36,11.8,3.7
"2014-01-03 08:33:30",15518,29.44,42970,7.67,81.5,5.34,15.9,3.9
"2014-01-03 09:03:30",15519,29.36,43770,7.68,82.5,5.4,14.5,3.7
"2014-01-03 09:33:30",15520,29.41,44280,7.69,82.9,5.41,8.7,3.7
"2014-01-03 10:03:30",15521,29.61,44010,7.68,83.4,5.43,6,3.3
"2014-01-03 10:33:30",15522,29.81,44420,7.7,85.5,5.55,3.9,3.1
"2014-01-03 11:03:30",15523,29.66,44740,7.7,84,5.45,5.5,2.9
"2014-01-03 11:33:30",15524,29.85,44400,7.69,84.5,5.48,8.3,2.9
"2014-01-03 12:03:30",15525,30.09,43680,7.7,86.4,5.59,10.8,3.6
"2014-01-03 12:33:30",15526,30.12,43230,7.69,85.7,5.55,6.7,3.5
"2014-01-03 13:03:30",15527,30.27,42600,7.68,86.2,5.59,4.5,3.2
"2014-01-03 13:33:30",15528,30.4,42140,7.68,86.3,5.59,4.4,3.5
"2014-01-03 14:03:30",15529,30.58,41440,7.68,87.4,5.66,2.8,4.1
"2014-01-03 14:33:30",15530,30.65,41070,7.67,87.7,5.68,2.9,3.9
"2014-01-03 15:03:30",15531,30.74,40720,7.67,88.3,5.72,3.2,4.1
"2014-01-03 15:33:30",15532,30.85,40290,7.67,89.5,5.8,2.6,5
"2014-01-03 16:03:30",15533,30.94,40020,7.67,90.3,5.85,3.3,4.6
"2014-01-03 16:33:30",15534,30.96,39700,7.66,90.5,5.86,5.6,5.3
"2014-01-03 17:03:30",15535,30.99,39350,7.67,91.7,5.95,2.9,6
"2014-01-03 17:33:30",15536,30.96,38950,7.68,93.1,6.05,2.1,5.5
"2014-01-03 18:03:30",15537,30.89,38910,7.69,93.3,6.07,2,6.6
"2014-01-03 18:33:30",15538,30.8,39110,7.68,92.7,6.04,2.4,6.6
"2014-01-03 19:03:30",15539,30.69,39660,7.66,90.3,5.88,2.6,7
"2014-01-03 19:33:30",15540,30.58,39920,7.66,90,5.86,3.5,7.4
"2014-01-03 20:03:30",15541,30.49,40300,7.65,89.2,5.81,4.7,8
"2014-01-03 20:33:30",15542,30.37,41140,7.66,88.2,5.74,5,6.7
"2014-01-03 21:03:30",15543,30.16,41820,7.67,87.3,5.68,3.9,6.4
"2014-01-03 21:33:30",15544,30.01,42750,7.68,86.5,5.63,3.9,5.2
"2014-01-03 22:03:30",15545,30.01,42590,7.66,85.2,5.54,3,5.3
"2014-01-03 22:33:30",15546,29.82,43130,7.68,86.1,5.61,2.3,5.1
"2014-01-03 23:03:30",15547,29.81,43390,7.68,86.2,5.61,2.5,3.6
"2014-01-03 23:33:30",15548,29.7,43810,7.68,85,5.53,2.8,3.8
"2014-01-04 00:03:30",15549,29.74,43240,7.67,84.5,5.51,3.2,3.8
"2014-01-04 00:33:30",15550,29.79,42930,7.66,83.6,5.45,3.3,3.5
"2014-01-04 01:03:30",15551,29.88,42480,7.65,83.6,5.45,2,3
"2014-01-04 01:33:30",15552,29.93,41910,7.65,83.2,5.44,2.1,3.6
"2014-01-04 02:03:30",15553,29.96,41540,7.65,82.7,5.41,1.8,3.6
"2014-01-04 02:33:30",15554,29.97,41010,7.64,82.8,5.43,2,3.3
"2014-01-04 03:03:30",15555,29.94,40560,7.64,82.8,5.44,2.4,2.9
"2014-01-04 03:33:30",15556,29.91,40140,7.64,83.1,5.47,2.7,3.4
"2014-01-04 04:03:30",15557,29.84,39820,7.61,82.6,5.45,3.2,3.7
"2014-01-04 04:33:30",15558,29.77,39450,7.63,83.3,5.51,1.8,2.9
"2014-01-04 05:03:30",15559,29.71,39140,7.62,83.2,5.51,2.3,2.5
"2014-01-04 05:33:30",15560,29.6,38780,7.64,83.8,5.57,1.4,2.4
"2014-01-04 06:03:30",15561,29.63,38950,7.63,84.4,5.6,1.8,3.1
"2014-01-04 06:33:30",15562,29.66,39360,7.64,83.2,5.51,2.1,2.3
"2014-01-04 07:03:30",15563,29.59,39400,7.65,84.3,5.59,0.9,2.9
"2014-01-04 07:33:30",15564,29.65,39750,7.64,84.1,5.57,1.5,2.8
"2014-01-04 08:03:30",15565,29.74,40290,7.63,83.6,5.51,2.7,3.1
"2014-01-04 08:33:30",15566,29.8,41290,7.64,83.5,5.48,4.6,3.2
"2014-01-04 09:03:30",15567,29.81,42560,7.65,83.1,5.43,6.9,3.9
"2014-01-04 09:33:30",15568,29.66,43400,7.66,83.8,5.47,9.2,3.5
"2014-01-04 10:03:30",15569,29.51,44050,7.68,85,5.55,7.7,3.3
"2014-01-04 10:33:30",15570,29.77,43710,7.67,85.8,5.58,4.7,3.2
"2014-01-04 11:03:30",15571,29.75,44200,7.69,87,5.65,4.4,3.9
"2014-01-04 11:33:30",15572,29.65,44330,7.69,86.5,5.62,4.4,3.7
"2014-01-04 12:03:30",15573,29.76,44580,7.7,88.6,5.74,3.3,3
"2014-01-04 12:33:30",15574,29.92,44220,7.7,88.6,5.74,4.9,3.5
"2014-01-04 13:03:30",15575,30.11,43720,7.7,89.6,5.79,6.3,3.3
"2014-01-04 13:33:30",15576,30.17,43310,7.69,89.1,5.76,5,4.5
"2014-01-04 14:03:30",15577,30.22,43060,7.69,88.8,5.75,3.2,4.2
"2014-01-04 14:33:30",15578,30.38,42570,7.68,88.8,5.74,2.3,3.7
"2014-01-04 15:03:30",15579,30.56,42020,7.68,90.1,5.83,2,4.3
"2014-01-04 15:33:30",15580,30.63,41490,7.68,90.3,5.84,1.9,4.6
"2014-01-04 16:03:30",15581,30.66,41090,7.68,91,5.89,2.5,5.5
"2014-01-04 16:33:30",15582,30.72,40750,7.68,91.8,5.95,2.3,6.4
"2014-01-04 17:03:30",15583,30.73,40430,7.69,92.3,5.99,2.1,6.4
"2014-01-04 17:33:30",15584,30.71,40180,7.69,92.8,6.03,2.6,6.5
"2014-01-04 18:03:30",15585,30.67,39950,7.67,92.3,6.01,4.1,7.2
"2014-01-04 18:33:30",15586,30.6,39740,7.69,92.8,6.05,1.1,6.1
"2014-01-04 19:03:30",15587,30.55,39840,7.69,92.5,6.03,0.8,7
"2014-01-04 19:33:30",15588,30.5,39960,7.69,92,6,1.2,6.8
"2014-01-04 20:03:30",15589,30.43,40240,7.67,90.9,5.93,2,6.8
"2014-01-04 20:33:30",15590,30.37,40510,7.67,91,5.94,1.8,6.1
"2014-01-04 21:03:30",15591,30.25,40740,7.66,89.9,5.87,2.5,6.9
"2014-01-04 21:33:30",15592,30.19,41500,7.66,88.6,5.77,3.6,6.2
"2014-01-04 22:03:30",15593,29.99,42120,7.67,88.4,5.76,2.3,5.4
"2014-01-04 22:33:30",15594,29.93,42380,7.67,87.8,5.73,2.2,4.9
"2014-01-04 23:03:30",15595,29.88,42350,7.66,87.1,5.69,1.7,4.7
"2014-01-04 23:33:30",15596,29.72,43060,7.69,87.7,5.72,1.4,4.4
"2014-01-05 00:03:30",15597,29.67,43580,7.67,86.2,5.62,1.9,4.3
"2014-01-05 00:33:30",15598,29.56,43980,7.68,86.3,5.63,2.3,3.6
"2014-01-05 01:03:30",15599,29.59,43470,7.68,86.4,5.64,4.6,3.1
"2014-01-05 01:33:30",15600,29.67,43110,7.67,85.2,5.56,2.9,3.7
"2014-01-05 02:03:30",15601,29.78,42670,7.66,85,5.55,2,3.1
"2014-01-05 02:33:30",15602,29.85,42220,7.66,84.8,5.54,1.3,2.7
"2014-01-05 03:03:30",15603,29.87,41910,7.65,84.6,5.53,1.5,3.6
"2014-01-05 03:33:30",15604,29.87,41510,7.64,84.5,5.53,1.6,2.7
"2014-01-05 04:03:30",15605,29.85,41030,7.64,84.2,5.53,2.2,2.5
"2014-01-05 04:33:30",15606,29.82,40640,7.64,84.2,5.54,2.6,2.5
"2014-01-05 05:03:30",15607,29.76,40310,7.62,83.9,5.53,2.8,3.2
"2014-01-05 05:33:30",15608,29.69,39760,7.64,84.2,5.57,1.8,2.7
"2014-01-05 06:03:30",15609,29.6,39440,7.65,84.8,5.62,0.7,2.5
"2014-01-05 06:33:30",15610,29.6,39260,7.65,84.8,5.63,0.8,2.6
"2014-01-05 07:03:30",15611,29.69,39500,7.66,85.1,5.64,0.9,2.9
"2014-01-05 07:33:30",15612,29.71,39730,7.66,85.4,5.65,1.3,2.4
"2014-01-05 08:03:30",15613,29.79,39970,7.67,86.5,5.71,0.3,2.6
"2014-01-05 08:33:30",15614,29.91,40440,7.66,86.6,5.69,1,3.1
"2014-01-05 09:03:30",15615,29.95,40990,7.65,86.3,5.65,1.6,3
"2014-01-05 09:33:30",15616,30,41400,7.66,87.9,5.75,1,4.2
"2014-01-05 10:03:30",15617,29.87,42920,7.66,86.6,5.64,3.6,3.8
"2014-01-05 10:33:30",15618,29.8,43250,7.67,86.3,5.62,3.6,3.8
"2014-01-05 11:03:30",15619,29.98,42840,7.67,87.3,5.68,3.3,4.3
"2014-01-05 11:33:30",15620,30,43250,7.67,87.5,5.68,3.2,5.1
"2014-01-05 12:03:30",15621,29.85,44060,7.7,89.6,5.81,2.1,4.5
"2014-01-05 12:33:30",15622,29.89,44030,7.69,89.1,5.78,2.5,3.7
"2014-01-05 13:03:30",15623,29.92,44280,7.7,89.6,5.8,2.5,3.5
"2014-01-05 13:33:30",15624,30.2,43870,7.7,90.7,5.86,3.1,3.5
"2014-01-05 14:03:30",15625,30.29,43440,7.7,90.6,5.85,4.4,4.9
"2014-01-05 14:33:30",15626,30.29,43220,7.69,90.3,5.83,3.3,4.9
"2014-01-05 15:03:30",15627,30.31,42940,7.68,89.9,5.81,1.9,4.3
"2014-01-05 15:33:30",15628,30.47,42520,7.69,90.3,5.84,1.5,4.1
"2014-01-05 16:03:30",15629,30.61,42090,7.69,91.5,5.91,1.3,4.6
"2014-01-05 16:33:30",15630,30.63,41630,7.69,91.6,5.92,1.6,5.4
"2014-01-05 17:03:30",15631,30.67,41210,7.69,92.3,5.98,1.1,5.3
"2014-01-05 17:33:30",15632,30.69,40850,7.69,92.8,6.01,1.8,5.8
"2014-01-05 18:03:30",15633,30.66,40570,7.68,92.8,6.03,3.7,6
"2014-01-05 18:33:30",15634,30.61,40280,7.68,92.3,6,2.9,6
"2014-01-05 19:03:30",15635,30.55,39950,7.7,93.2,6.08,0.4,6.9
"2014-01-05 19:33:30",15636,30.44,39630,7.7,93.5,6.11,-0.3,5.3
"2014-01-05 20:03:30",15637,30.45,40050,7.69,92.4,6.03,0.6,5.8
"2014-01-05 20:33:30",15638,30.34,40280,7.66,91.2,5.96,0.9,5.2
"2014-01-05 21:03:30",15639,30.35,40600,7.68,91,5.94,1.3,6.3
"2014-01-05 21:33:30",15640,30.29,40930,7.66,90.4,5.89,1.8,5.5
"2014-01-05 22:03:30",15641,30.18,41310,7.66,89.7,5.85,1.6,5.1
"2014-01-05 22:33:30",15642,30.06,42120,7.66,88.2,5.75,1.7,5.1
"2014-01-05 23:03:30",15643,29.86,42360,7.67,88.9,5.8,1.4,4.7
"2014-01-05 23:33:30",15644,29.82,42770,7.66,87.3,5.69,1.4,3.9
"2014-01-06 00:03:30",15645,29.83,42880,7.66,86.8,5.66,1.1,4.6
"2014-01-06 00:33:30",15646,29.63,43500,7.68,87.4,5.7,1,3.1
"2014-01-06 01:03:30",15647,29.56,43820,7.67,85.9,5.6,1.4,3.3
"2014-01-06 01:33:30",15648,29.54,44020,7.68,86.1,5.61,2.1,3.8
"2014-01-06 02:03:30",15649,29.56,43480,7.67,85.8,5.6,3,2.8
"2014-01-06 02:33:30",15650,29.68,43090,7.66,85.2,5.56,1.2,3
"2014-01-06 03:03:30",15651,29.75,42770,7.66,85.2,5.56,0.9,3.5
"2014-01-06 03:33:30",15652,29.81,42480,7.66,85.1,5.56,0.9,2.9
"2014-01-06 04:03:30",15653,29.82,42180,7.65,84.6,5.53,0.7,2.6
"2014-01-06 04:33:30",15654,29.84,41820,7.65,84.8,5.55,1.2,3.3
"2014-01-06 05:03:30",15655,29.78,41450,7.64,84.3,5.53,1.6,2.8
"2014-01-06 05:33:30",15656,29.77,41160,7.64,84.1,5.52,1.1,2.2
"2014-01-06 06:03:30",15657,29.71,40520,7.65,84.6,5.58,0.9,2
"2014-01-06 06:33:30",15658,29.68,40070,7.65,84.5,5.58,0.1,2.2
"2014-01-06 07:03:30",15659,29.68,39930,7.65,85,5.62,-0.2,2.1
"2014-01-06 07:33:30",15660,29.73,40190,7.65,84.9,5.6,1.1,2.5
"2014-01-06 08:03:30",15661,29.76,40260,7.66,85.9,5.67,0.7,2
"2014-01-06 08:33:30",15662,29.89,40530,7.66,86.8,5.71,0.2,2.7
"2014-01-06 09:03:30",15663,29.94,40940,7.67,87.7,5.75,0.2,4.2
"2014-01-06 09:33:30",15664,30.04,41300,7.67,88.3,5.77,-0.1,3.4
"2014-01-06 10:03:30",15665,30.12,41630,7.67,89.4,5.83,0.6,4.1
"2014-01-06 10:33:30",15666,30.21,42160,7.68,90.8,5.9,0.6,4.4
"2014-01-06 11:03:30",15667,30.21,42950,7.7,91.8,5.95,0,4.2
"2014-01-06 11:33:30",15668,30.43,42430,7.69,92,5.95,0.9,3.5
"2014-01-06 12:03:30",15669,30.46,42740,7.7,93.4,6.03,1,3.7
"2014-01-06 12:33:30",15670,30.43,43550,7.72,94.9,6.11,0,4.9
"2014-01-06 13:03:30",15671,30.59,43810,7.74,97.8,6.27,-0.4,4.7
"2014-01-06 13:33:30",15672,30.37,43800,7.72,94.5,6.08,0.8,4.1
"2014-01-06 14:03:30",15673,30.24,44050,7.71,93.5,6.03,1.1,4.9
"2014-01-06 14:33:30",15674,30.35,43790,7.71,94,6.06,2,4.2
"2014-01-06 15:03:30",15675,30.51,43430,7.71,94.7,6.1,1.5,5.2
"2014-01-06 15:33:30",15676,30.43,43280,7.71,93.5,6.03,0.4,4.5
"2014-01-06 16:03:30",15677,30.44,43100,7.7,93.1,6,0.1,4.9
"2014-01-06 16:33:30",15678,30.47,42770,7.7,93,6,0.1,4.7
"2014-01-06 17:03:30",15679,30.52,42490,7.7,93.1,6.01,0.2,5
"2014-01-06 17:33:30",15680,30.57,42150,7.69,93.2,6.02,0.7,5.5
"2014-01-06 18:03:30",15681,30.54,41690,7.69,92.8,6.01,1,5.7
"2014-01-06 18:33:30",15682,30.51,41280,7.69,93.2,6.05,0.6,5.7
"2014-01-06 19:03:30",15683,30.49,40900,7.7,93.3,6.07,1.1,6.6
"2014-01-06 19:33:30",15684,30.46,40560,7.7,93.6,6.1,0,5.5
"2014-01-06 20:03:30",15685,30.45,40460,7.7,93.4,6.09,-0.4,5.3
"2014-01-06 20:33:30",15686,30.42,40530,7.71,93.5,6.09,-0.7,5.2
"2014-01-06 21:03:30",15687,30.39,40780,7.7,92.8,6.05,0,5.4
"2014-01-06 21:33:30",15688,30.36,41210,7.68,91.8,5.97,-0.2,5.3
"2014-01-06 22:03:30",15689,30.3,41680,7.67,91,5.92,0.3,5.6
"2014-01-06 22:33:30",15690,30.19,41520,7.67,91.1,5.94,0.4,5.2
"2014-01-06 23:03:30",15691,30.14,41860,7.68,91,5.92,0,5.5
"2014-01-06 23:33:30",15692,29.92,42220,7.69,90.9,5.93,0,4.1
"2014-01-07 00:03:30",15693,29.84,43360,7.68,89.3,5.81,0.5,3.4
"2014-01-07 00:33:30",15694,29.68,43290,7.68,88.7,5.79,0.5,4.4
"2014-01-07 01:03:30",15695,29.49,43180,7.68,88.1,5.76,0,4
"2014-01-07 01:33:30",15696,29.62,43350,7.67,88.4,5.77,0.2,3.3
"2014-01-07 02:03:30",15697,29.57,43360,7.67,87.5,5.72,0.2,3.4
"2014-01-07 02:33:30",15698,29.55,43430,7.68,87.5,5.72,0.2,3.4
"2014-01-07 03:03:30",15699,29.53,43290,7.67,87,5.69,0.2,3.4
"2014-01-07 03:33:30",15700,29.59,43290,7.66,86.2,5.64,0.3,3.6
"2014-01-07 04:03:30",15701,29.7,43000,7.66,85.3,5.57,0.5,2.7
"2014-01-07 04:33:30",15702,29.77,42820,7.65,85,5.55,0.3,2.7
"2014-01-07 05:03:30",15703,29.79,42670,7.65,84.9,5.54,0.4,2
"2014-01-07 05:33:30",15704,29.74,42340,7.65,84.3,5.52,0.3,3.1
"2014-01-07 06:03:30",15705,29.71,41710,7.65,84.7,5.56,0,2.3
"2014-01-07 06:33:30",15706,29.72,41370,7.65,84.7,5.57,-0.1,2.8
"2014-01-07 07:03:30",15707,29.7,41030,7.64,84.2,5.54,-0.6,2.6
"2014-01-07 07:33:30",15708,29.69,40670,7.65,84.8,5.59,-1,2.6
"2014-01-07 08:03:30",15709,29.73,40600,7.63,84.8,5.59,-0.7,3
"2014-01-07 08:33:30",15710,29.8,40790,7.66,85.6,5.63,-0.4,2.9
"2014-01-07 09:03:30",15711,29.87,40900,7.66,86.1,5.65,-0.9,3.3
"2014-01-07 09:33:30",15712,29.86,41790,7.65,85.6,5.6,-0.4,2.5
"2014-01-07 10:03:30",15713,29.94,42120,7.64,85.9,5.61,0,2.6
"2014-01-07 10:33:30",15714,30.17,41930,7.65,87.9,5.72,-0.6,3.9
"2014-01-07 11:03:30",15715,30.22,42130,7.66,89,5.78,-0.4,4.2
"2014-01-07 11:33:30",15716,30.13,42710,7.67,89.5,5.81,-0.2,4.2
"2014-01-07 12:03:30",15717,30.21,42970,7.67,90,5.83,0.1,2.6
"2014-01-07 12:33:30",15718,30.28,43130,7.69,92.9,6.01,-0.3,4
"2014-01-07 13:03:30",15719,30.16,43280,7.69,91.8,5.94,0,4
"2014-01-07 13:33:30",15720,30.05,43560,7.69,91.7,5.94,0.2,3.9
"2014-01-07 14:03:30",15721,30.07,43640,7.69,91.5,5.93,-0.2,4.5
"2014-01-07 14:33:30",15722,30.18,43500,7.72,95.6,6.18,1.6,6.2
"2014-01-07 15:03:30",15723,30.07,43820,7.7,92.2,5.97,0.4,4.6
